recording_id,label,subtype,person,trim_method,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_median,acc_x_rms,acc_x_peak,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_median,acc_y_rms,acc_y_peak,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_median,acc_z_rms,acc_z_peak,acc_mag_mean,acc_mag_std,acc_mag_min,acc_mag_max,acc_mag_range,acc_mag_median,acc_mag_rms,acc_mag_peak,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_median,gyro_x_rms,gyro_x_peak,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_median,gyro_y_rms,gyro_y_peak,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_median,gyro_z_rms,gyro_z_peak,gyro_mag_mean,gyro_mag_std,gyro_mag_min,gyro_mag_max,gyro_mag_range,gyro_mag_median,gyro_mag_rms,gyro_mag_peak,gravity_x_mean,gravity_x_std,gravity_x_min,gravity_x_max,gravity_x_range,gravity_x_median,gravity_x_rms,gravity_x_peak,gravity_y_mean,gravity_y_std,gravity_y_min,gravity_y_max,gravity_y_range,gravity_y_median,gravity_y_rms,gravity_y_peak,gravity_z_mean,gravity_z_std,gravity_z_min,gravity_z_max,gravity_z_range,gravity_z_median,gravity_z_rms,gravity_z_peak
Fall_Backward_Lukas1,fall,backward,lukas,peak_centered_fall,-0.07529678445155004,3.47292369378992,-8.83817204759121,44.17418967366218,53.012361721253384,0.0074406713947653,3.4694078436653024,44.17418967366218,-0.05028534095857358,4.331654489406186,-19.52789199956656,67.8795497287035,87.40744172827006,-0.0054164720907807,4.3265422836621035,67.8795497287035,0.17768850739051253,2.4955437594136667,-20.455357558107377,13.125776886564491,33.58113444467187,-0.0045440731704235,2.49875595856621,13.125776886564491,1.6538934123449596,5.86087342306351,0.0089314519549327,76.17388820758157,76.16495675562663,0.1105108903558459,6.08272473966006,76.17388820758157,-0.07476141734195042,0.7377214881933983,-6.114749431610107,4.188079833984375,10.302829265594482,-0.0002931882627308,0.7405842788998988,4.188079833984375,-0.04914988988129065,0.892676933614003,-4.932071685791016,11.240755081176758,16.172826766967773,-0.0026621224824339,0.8929169094842604,11.240755081176758,-0.12759151684144684,0.890585243101208,-8.662543296813965,2.327831268310547,10.990374565124512,-0.0006253485335037,0.8985787444556514,2.327831268310547,0.5733013619238214,1.3524408775524694,0.0004808011979826,13.144667018547768,13.144186217349786,0.0370015301478489,1.4673818321705163,13.144667018547768,5.798908243899811,1.9046348660977415,1.7304118802264332,9.011492724755406,7.281080844528973,4.398277044522762,6.102943906473609,9.011492724755406,0.4708378802332405,4.318370733494669,-5.824692241665721,9.130000446236131,14.954692687901852,2.603015383245051,4.338606867217725,9.130000446236131,-5.232569909563456,3.5711299926520246,-8.4141066773206,-0.0128104399582312,8.401296237362368,-7.980346426987648,6.332531434317354,-0.0128104399582312
Fall_Backward_Lukas10,fall,backward,lukas,peak_centered_fall,-0.028815580825518872,7.683276039143473,-22.28982573287487,140.38487475948332,162.6747004923582,0.0033826281756162,7.673744017044155,140.38487475948332,0.11827209085412008,2.3611040247730757,-34.35030796835422,13.96788588259816,48.31819385095238,0.010164963525813,2.3611222391952205,13.96788588259816,0.0783273477409325,2.654333839956482,-37.89746502739191,13.64188048906326,51.53934551645517,0.014173048389703,2.652179011962997,13.64188048906326,1.7962384033149401,8.272816850622318,0.0056252116690894,142.6387701338187,142.6331449221496,0.2809212930835335,8.45548928087785,142.6387701338187,-0.08004969842641955,0.540669683363207,-2.8906190395355225,4.48125696182251,7.371876001358032,-0.000818338303361,0.5458962116803515,4.48125696182251,0.04814464694842408,0.8329584566790615,-8.650542259216309,4.917272567749023,13.567814826965332,0.0055726855061948,0.8333111505712382,4.917272567749023,-0.1584230450117273,1.3607960509979855,-22.258544921875,3.0014615058898926,25.260006427764893,-0.0036101026926189,1.3683003630587147,3.0014615058898926,0.5849855069051632,1.5902056809798117,0.00063772307711,22.702104547404296,22.701466824327188,0.1365878476806828,1.6925294771849415,22.702104547404296,7.361881314725448,2.9737634450339097,2.3543220697104927,9.731033325740697,7.3767112560302035,9.552351413804292,7.93842002410782,9.731033325740697,-3.2382172337647566,4.4428772172625415,-9.441634784591198,3.7011557806164026,13.142790565207601,-0.2607227009590715,5.493267150602137,3.7011557806164026,-1.0787681630036514,1.3478430177804706,-3.791934952694177,1.2178335292443632,5.00976848193854,-1.805127952384204,1.7250771501670707,1.2178335292443632
Fall_Backward_Lukas2,fall,backward,lukas,peak_centered_fall,-0.08400126979224327,5.955940358065044,-9.61384487016499,88.95299943766594,98.56684430783093,0.0074129066050052,5.949102440961609,88.95299943766594,0.10147937572028073,2.1963146561923783,-10.23474331061244,33.65370517536402,43.888448485976454,-0.000703910485655,2.195920470118068,33.65370517536402,0.13263668331359746,2.54696988898578,-35.09705338712931,18.97533644298315,54.072389830112456,0.0073381608683615,2.547247712554138,18.97533644298315,1.7376294538128276,6.617568198203897,0.0083273940225029,96.98077837443935,96.97245098041685,0.2007007402675817,6.833912310913217,96.98077837443935,-0.16696585794580412,0.5991816788341519,-3.141696214675904,3.8160340785980233,6.957730293273928,-0.0021618369501084,0.6212897661563112,3.8160340785980233,0.18168987190708555,0.9117217711766239,-3.781427145004273,7.137248992919922,10.918676137924194,0.00446472549811,0.9285337303479894,7.137248992919922,-0.13903557632740893,0.8054428016841275,-7.500608444213867,3.16099500656128,10.661603450775146,-0.0011857883073389,0.8163646228888304,3.16099500656128,0.6655530207914362,1.2146379713866158,0.0012967440867212,7.872269854350343,7.870973110263622,0.1013381487625569,1.3837004948430633,7.872269854350343,6.373486500467571,2.9517401672324572,1.734786149787903,9.700707745581864,7.9659215957939615,8.331814763081073,7.022276880077699,9.700707745581864,-2.673167622618416,5.019893547988062,-9.622874564316868,6.0075797885984175,15.630454352915287,0.3188158838896081,5.681752823445181,6.0075797885984175,2.4332354289435263,2.9456241178137574,-4.303724491386116,5.569534408292174,9.87325889967829,4.41847929007411,3.8178133056308683,5.569534408292174
Fall_Backward_Lukas3,fall,backward,lukas,peak_centered_fall,-0.09770996983844668,2.8770930101966616,-11.667556099838018,36.9140256526947,48.58158175253271,0.0353179816186428,2.8751641472166822,36.9140256526947,-0.012827326309699528,6.245092096021966,-10.277204149723053,113.29042405481336,123.5676282045364,-0.0145800217553973,6.237313527420974,113.29042405481336,0.2481730203604823,3.0342982885022227,-45.8237291510582,12.379105117547512,58.20283426860571,-0.0051197906991466,3.0406571553566177,12.379105117547512,1.910116356149389,7.273212468096119,0.0210012186505735,119.79402203748953,119.77302081883896,0.2590590849548534,7.511074813181552,119.79402203748953,-0.21705630352573138,0.8668229847760512,-4.445919513702393,6.435802936553955,10.881722450256348,-0.0106237409636378,0.8925366967503088,6.435802936553955,-0.030414981872918637,1.1105518514118664,-5.680502414703369,11.103240966796877,16.783743381500244,-0.0137776490300893,1.1095831926093496,11.103240966796877,-0.10573675638288864,0.7972498554262812,-4.31735372543335,3.736104011535645,8.053457736968994,-0.0033603261690586,0.8032450049249508,3.736104011535645,0.7310793152430843,1.4641955110573575,0.0006322536242811,11.8222592705149,11.821627016890618,0.1056358990018598,1.6349309325791086,11.8222592705149,7.79123777349735,1.2788496005597962,3.2287381751090285,9.163960583505034,5.9352224083960055,8.706459976622462,7.895236785517162,9.163960583505034,1.0163769737163622,5.4881580736639,-7.258194182199239,8.768710973352194,16.026905155551432,4.39307889135778,5.574745669213421,8.768710973352194,0.06441059162748344,1.6614963105156622,-5.770509985101223,1.79764154215157,7.568151527252793,0.4339474434681236,1.6606729057019065,1.79764154215157
Fall_Backward_Lukas4,fall,backward,lukas,peak_centered_fall,0.08349170663985142,6.145950555983166,-21.815932794117927,100.09171403398511,121.90764682810304,-0.0064735799282789,6.138850285010677,100.09171403398511,-0.1052586572524954,2.740127465713269,-24.188039526844022,14.543063605356217,38.73110313220024,-0.0061660666153766,2.7387321842055186,14.543063605356217,0.1714194899953812,3.1358455205177123,-43.83060770690441,11.264663865977523,55.095271572881934,0.007877601507306,3.136620674955574,11.264663865977523,2.136810526070999,7.112293107703856,0.0025474342055215,102.17663255741854,102.17408512321302,0.2453573268029598,7.417851849230852,102.17663255741854,-0.129629916028396,0.7056646228731794,-5.671505928039551,4.725801944732666,10.397307872772217,-0.0052680578082799,0.716606358616135,4.725801944732666,0.26130343071374335,1.6036701370056525,-7.250323295593262,10.717848777770996,17.968172073364258,0.0029306847136467,1.6228444256487156,10.717848777770996,-0.1245563822578374,1.9684198878356092,-18.3503646850586,10.175572395324709,28.525937080383308,-0.0027236866299062,1.9699057366763364,10.175572395324709,1.0089364118074753,2.4545364008231885,0.0007515519828713,19.28587051273296,19.285118960750086,0.0947540298415405,2.650976671805794,19.28587051273296,5.7201007925544225,3.1431908771284878,1.055957936810702,9.770825822424888,8.714867885614186,8.039785288906097,6.524918730424259,9.770825822424888,-2.8058286191979085,5.480621256324694,-9.7374601439178,7.936935155284404,17.674395299202203,-0.1712854632758535,6.151014374605005,7.936935155284404,2.282725988876256,3.2521350243316207,-4.968211605930328,5.614848883268237,10.583060489198566,1.232387393645197,3.9699930905203464,5.614848883268237
Fall_Backward_Lukas5,fall,backward,lukas,peak_centered_fall,0.01225562454475054,4.654801368943845,-10.978441032254697,73.74220140640735,84.72064243866204,0.0114344172060489,4.649009908285524,73.74220140640735,-0.05704430550015123,2.5787360514715627,-13.856273765850066,30.319533864402768,44.175807630252834,-0.0063441083297133,2.576150312965769,30.319533864402768,0.14027076913885964,2.128411974256925,-14.971387217593191,10.683159278285505,25.654546495878698,0.0048678982973098,2.1303793839965133,10.683159278285505,1.9375798561554527,5.395065295579503,0.0057505332428384,77.54152846930492,77.53577793606209,0.2963491218020526,5.726112108760006,77.54152846930492,-0.21363946942898776,0.9963593571165537,-5.576191425323486,3.919124126434326,9.495315551757812,-0.0025305284652858,1.0177908186815083,3.919124126434326,0.07159508184699384,1.3383780818308837,-6.61821985244751,7.1643967628479,13.78261661529541,-0.0050214915536344,1.3386242091699654,7.1643967628479,-0.09855290072211796,0.9354066258726677,-6.051656246185303,4.600069522857666,10.651725769042969,-0.0017143988516181,0.939423344983551,4.600069522857666,0.912431688757498,1.6985264355657124,0.0005357978454062,8.821475815412187,8.82094001756678,0.1158155442028312,1.9262214683333727,8.821475815412187,7.47269414407012,1.5278328438402502,1.5305720294490457,9.553777062693236,8.02320503324419,7.833169075861573,7.6269004083812115,9.553777062693236,0.2937892531165332,4.6953376459860054,-6.43281537169218,9.581455927735568,16.014271299427747,2.263858831714093,4.698673184117557,9.581455927735568,2.542570535201985,3.0793228359876457,-4.265094024218619,6.502018671777844,10.767112695996463,2.69063521450907,3.990394416349518,6.502018671777844
Fall_Backward_Lukas6,fall,backward,lukas,peak_centered_fall,-0.09021131033739749,3.964718937582315,-20.36625304124356,40.433848130083085,60.800101171326645,-0.0163601831704378,3.960799773105343,40.433848130083085,0.08541890373452934,4.006814163443933,-65.20064849886894,21.405666232097147,86.60631473096609,0.0075347794190049,4.002726548355588,21.405666232097147,0.0066661517398608,3.0871651727849923,-37.08455406879187,14.854443092167376,51.93899716095925,0.0111497550457715,3.083320642953211,14.854443092167376,1.8533016199984493,6.154376385224159,0.0011079545733048,84.71135532399951,84.71024736942621,0.2027563663969527,6.420017200195291,84.71135532399951,-0.17718900725050385,1.2241953235047325,-12.735189437866213,5.0171217918396,17.75231122970581,-0.0052482178434729,1.2354403434147117,5.0171217918396,0.21930312048112555,1.407594103702825,-8.533465385437012,10.52599811553955,19.059463500976562,0.0051147174090147,1.4228401417257264,10.52599811553955,-0.13727781250248397,1.5999745367274611,-14.941000938415527,5.3546881675720215,20.29568910598755,-0.0013135994086042,1.603864046382373,5.3546881675720215,0.8287192877323396,2.3345196744281984,0.0003034466346698,20.04014631055194,20.03984286391727,0.0753974908668975,2.4745033421518725,20.04014631055194,5.016397216351431,4.628617959208162,-1.9010180377349253,9.804714063501358,11.705732101236283,8.324020163682103,6.82165072037014,9.804714063501358,-4.775978165834568,3.880467840558986,-9.76825100350082,5.086458046126365,14.854709049627186,-2.587742118528485,6.150646055780129,5.086458046126365,2.157683903294676,2.6771803656224704,-7.342515556439757,4.668178858041763,12.01069441448152,4.00015801641345,3.435843562171954,4.668178858041763
Fall_Backward_Lukas7,fall,backward,lukas,peak_centered_fall,-0.16723835957154373,4.458034128967425,-16.918447167795897,47.86888707191944,64.78733423971534,0.0037684126228094,4.455611708439353,47.86888707191944,-0.007988015287127965,2.1599286913457774,-9.66826794974804,21.558378420996664,31.226646370744703,0.0213537536740303,2.1572486216402957,21.558378420996664,0.28004276295236347,4.397824301370632,-28.97948469907045,58.35574753303528,87.33523223210572,0.0176776955097913,4.40125561257951,58.35574753303528,1.8716336618106042,6.362010005059631,0.0075098751261612,77.02079526378054,77.01328538865438,0.1822282992943102,6.6239903592331295,77.02079526378054,0.03924310977711223,0.9238090051655399,-2.430792093276977,11.768481254577637,14.199273347854614,-7.59732211008e-05,0.9234905860849999,11.768481254577637,0.010794098678415423,2.8880992539454566,-34.02452850341797,32.97224044799805,66.99676895141602,-0.0021147024817764,2.8845160810668338,32.97224044799805,-0.12211450971483004,0.7406761767273059,-4.475287437438965,2.1451833248138428,6.620470762252808,-0.0014774553710594,0.7497633423049695,2.1451833248138428,0.8480348613643054,3.00645812418295,0.0008194328343817,35.256261130034055,35.25544169719967,0.0589592715593405,3.1201623281465825,35.256261130034055,7.397199742114915,1.3134533332429708,0.3549110604258254,9.414688909998535,9.05977784957271,8.274950135564804,7.512617489235359,9.414688909998535,0.17232336547871577,5.414268217328989,-7.66129567489624,8.335559794828296,15.996855469724537,3.82295406807512,5.410258097182531,8.335559794828296,-0.9676384062879749,3.0899125792641082,-4.090112720365823,9.282088950279354,13.372201670645177,-3.534254322844744,3.234203836632625,9.282088950279354
Fall_Backward_Lukas8,fall,backward,lukas,peak_centered_fall,-0.0002491506334032268,5.465065214412498,-18.29623423537016,79.29905461230277,97.59528884767293,-0.0035492169141769,5.458246670700877,79.29905461230277,0.09782219517149725,2.3586686484720243,-14.41742763943076,18.083758190381527,32.501185829812286,-0.0036876024715602,2.357756001942514,18.083758190381527,0.08386719526030997,2.2481022244807454,-20.546056650686264,15.678333709943294,36.224390360629556,0.0119406314288266,2.246863128369892,15.678333709943294,1.7765617916537952,6.110384720414876,0.0051058184616238,81.49014398522647,81.48503816676484,0.1225243094907911,6.356088734476674,81.49014398522647,-0.05671470848166447,0.4904146637809654,-4.188265323638916,3.725598335266113,7.913863658905029,-0.0009281929815188,0.4930753833550971,3.725598335266113,0.05862803157390516,1.1685553109415183,-5.887698173522949,8.310239791870117,14.197937965393066,-0.0011408512946218,1.1685689839523539,8.310239791870117,-0.10104062647223147,1.3695530758414536,-16.770549774169922,8.070693969726562,24.841243743896484,-0.0032963592093437,1.371571121165121,8.070693969726562,0.6618380316925578,1.7491381307821419,0.0010835160585298,17.548441917762243,17.547358401703715,0.0563466580933233,1.868123160913209,17.548441917762243,8.152796074703595,1.9948591197398178,5.072434196949005,9.730456987157464,4.6580227902084586,9.688656073260306,8.39271248737031,9.730456987157464,-3.3986754559474983,3.550037712897023,-8.382982055738568,4.734275716544688,13.117257772283256,-1.2906107422940432,4.91144930436169,4.734275716544688,-0.27714449128670865,1.2399419388333526,-7.175365092343092,0.8252782727420329,8.000643365085125,0.1962759112181142,1.2690275906521566,0.8252782727420329
Fall_Backward_Lukas9,fall,backward,lukas,peak_centered_fall,-0.16190326939937189,6.510421373638466,-10.296187082612514,113.56685147070884,123.86303855332136,0.0013671966999769,6.504313908023437,113.56685147070884,-0.02919802322143365,2.401137611092799,-10.230748688018322,26.0842402274251,36.31498891544342,-0.0060601037565618,2.3983195453633135,26.0842402274251,0.07904764246808134,4.976240830828059,-78.69677260951995,37.2423773170948,115.93914992661476,0.0185245215974748,4.970660749516865,37.2423773170948,1.9995664880539965,8.302960694711484,0.001580051442429,116.8765610018486,116.87498095040617,0.1234668129236257,8.530269886853896,116.8765610018486,-0.008766879744774329,0.7968464040216469,-6.074685573577881,5.741588115692139,11.81627368927002,-0.0011278127785772,0.7959004949950131,5.741588115692139,0.06117366851981557,1.934611574424219,-12.313725471496582,25.054012298583984,37.367737770080566,0.0072819264605641,1.9331659759147792,25.054012298583984,-0.14955393171653225,0.9072856771193442,-7.562356472015381,2.904120683670044,10.466477155685425,-0.0043478244915604,0.9184121580824839,2.904120683670044,0.7235110538219643,2.1684850559359874,0.0007467144847734,26.42147714445697,26.420730429972195,0.0377761357494382,2.283433638291591,26.42147714445697,7.995861311334267,2.2541761965235425,4.254709116065502,9.78314871290326,5.528439596837758,9.632671735709906,8.306770542048522,9.78314871290326,-2.845744487250887,3.9836624234591196,-8.635714707791804,5.786635774993896,14.4223504827857,-0.6317671135295182,4.891651358435572,5.786635774993896,-0.3736934031367389,1.7628959790695091,-2.388100420671701,7.971821175226569,10.35992159589827,-1.5756595638014377,1.7999163486980316,7.971821175226569
